content,labels
당해보니 용팔이였던거지 누가 매장명 위치 검색해보고 사냐 걍 제일 싸고 괜찮아보이는거 클릭 몇번해서 사지,0
진짜 짱깨새끼들이랑 다를게 없네 역겹다,1
아니 진짜 프로임????? 왤케 잘그림???????? 찐짜 개쩌네,0
재밌게 잘 노네,0
그런 상황 생기면 이유고 자시고 자기네 여론을 버틸 수 있을까,0
나도 개시발 흙수저인데 대학 한학기다니다가 아 시벌 하고 때려치고 군대가서 전역하고 그때부터 일만 존나햇는데 요즘 집에다 돈주고 나도 대가리커서 아빠가 쓸대없는말하면 헛소리그만하고 잠이나 자라 이러고 욕박음,0
"몇달안에 능력 뭣도 없는데 임원 돼서는 ""여자라고 무시하지 마세요"" ㅇㅈㄹ하는 거 네이버 메인에 뜨고 문재인이 트위터에서 빨아주는데 알고 보니 지인이 민주당원인 뉴스 나오는 꼴 보겠노",0
응 병신아 너보다 공부잘하고 돈도많이벌고 명예까지있다,1
난 유튜브 로그인도 안하고봄,0
차별이 싫으면 지들나라가서 대가리짤리든가 시팔 남에 나라와서 동등할생각쳐하고있노,0
씌레기,0
미주리 부활,0
저런 애들 상대로 먼저 들어갓다 맞아줫다는 절대 자랑이 아니에요 원딜을 살려서 딜 넣게 하고 싶은 거면 아주 멍청한 소리라고,0
한혜진편 개꿀잼...모델이니까 가능한 출사다 정말,0
간첩이 또 있었노ㅋㅋㅋ,0
베라에 쌍마왕님 있는거 개웃기네 ㅋㅋ,0
왜 많이 나온지 알겠다 바퀴축보니까 박살났네 전손급임,0
동감 ㅋㅋ ㅋ그냥 사는게 나음,0
4층은 일본도 똑같지않나?,0
씨벌련이 닉변하고 아침에 올린거 토씨하나 안바꾸고 그대-로 좆중복 조져버리네 씨벌련아 ㅁㅈㅎ,1
ㅇㅇ 조명땜에 배경색부터 다른데,0
롤 정신병자겜이라 그냥 병먹금 느낌으로 입터는애들은 차단하면 댐,1
저기 진짜 개병신 사단이다 대한민국 제일 끝자락 고성에 있고 유명한 임병장 나온곳임ㅋㅋㅋ,1
세계최초 아다 성 범죄자노 ㅋㅋㅋ,0
사람 안죽은게 다행이네,0
짱깨폰 존나 팔리는구나,0
공격하기전 플레이어에게 피할지 리스크를 감수하고 공격할지 이지선다를 부여해야하는데 그딴거 없음,0
와 손목안아픈가? 저걸 한손으로 들고 저레쏘네,0
기사가 6000젬을 참는다고? 이거 기않세네,0
꼴에 포위한다고 오는데 언덕 끼고있어서 하나씩 다잡음ㅋㅋㅋ,0
ㅋㅋ 제발 그랬으면 싶은 거겠지 양놈새끼들 ㅋㅋ,0
와꾸스캔하고 재미로 유전자분석해주는 그거,0
와..내가 본 등장씬중 최고다 진짜..,0
사랑해요,0
팩트) 우리나라보다 성인권지수가 높은 나라다. 한녀들은 한국보다 아프간을 선호한다,1
이뻐요,0
화형vs참수형 세기의 대결이노 ㅋㅋㅋ,0
코로나라서 6시컷,0
피자는 아니고 딴애긴다 나 알바하는데가 냉면 하나에 만원씩이나 하는데 왜처먹는지 모르겟음,0
근데 생방송보다 유튜브가 더 광고비 많이 받지 않냐,0
이상하게 다야를 응원하게 됨,0
여성과 << 이거 나오는데,0
언니들 3년정도 걸려서 될수있는 약새 ㅌㅊ 직업 머잇싀?,0
골프예능은 정말 신박하네요. 요새 신선한 방송 콘텐츠들이 많이 나오는 것 같아 볼게 많아 진 것 같습니다. 골프는 다른 스포츠에비해서 잘몰랐는데 이번 기회를 통해서 많이 알 수 있었던 것 같습니다! 재밌어요!,0
15보다 16즙이 더 강하니까,0
뭐 사회생활 하며 몇백도 안되는 월급 받을라고 맘에도 없는 부장 물고 빨아야 하는데 몇천이면 당연히 씹가능,0
깔끔하네,0
한결같다 ㄹㅇ,0
지령이 뭔지 모르니?,0
니가 선택한 포인트다 악으로 깡으로 버텨라,0
우리아빠도 렌트한달했다가 뒷궁뎅이 뿌사지고 휴차료도 한달치냄 ㅡㅡ 이새끼들이 뭐 부품없다고 수리를 한달동안함,1
야동도 야동이지만 게임이나 애니 같은 것도 빠질 수 없음진짜 일본 문화 한국인들 싹 못하게 막으면 다시 하게 해달라고지랄난리부르스 떨듯즐길건 다 즐기면서 일본 ㅈㄴ 욕함 ㅋㅋ 루리웹 뺨치는 이중성임,0
응 니애미 창룐~~,2
저기 어딘데,0
슈퍼스타 mc무현,0
송혜교 보검이는 건들지마라,0
반미 우리나라에서 만든 건 많이 먹어봤는데 현지꺼랑 맛 차이 얼마나 나는지 궁금하다,0
마초이즘 강하던 시기에 권장되던 보빨도 여자 가문이 좋거나 지 마누라일 때였지 한 가문이나 가정을 책임져야 하는 남자가 따지면 남남인 여자 하나에 온갖 걸 가져다 바치는 걸 누가 권장하나 저런 연애는 남자가 바람 펴도 죄가 없지,1
내 선임은 비염수술 했는데 봉합할때 코가 삐뚤어져서 재수술했음ㅋㅋㅋ 군대에선 몸에 칼 닿게 해선 안됨ㄴㅋ,0
응 간첩 물타기 ㅅㄱ,0
스포츠 드라마를 이렇게 흥미롭게 본적이 없엇는데~~백승수이엇기에 가능한 드라마엿다,0
셋이서 다털어서 겨우 감당했다. 생계지원이나 보험이 있을리도 없는데 이제 4학년인 대딩이 혼자 감당? 평생 흙수저 수준이 아니라 과로사 혹은 아사해서 니 부모한테 보험금각 줄뿐이다. 20년 이상 그 고생 했으면 잘 버텼고 더 버틸필요 없다. 제발 런해서 결혼까진 하라고 못하겠고 사람답게 살아라. 지금까지 못느낀 즐겁고 행복한 감정들 많이 느끼고,0
이미 문닫고 천안에서 베이커리 카페 운영함 빵 진짜 맛있음,0
안야함 ㅇㄷ?,0
뭔 내용인지 짐작도 안 간다.,0
건동홍이 ㅈ으로보이냐 ㄹㅇ,0
내꺼 넘보지마,0
응애 개이뻐,0
세상에 둘도 없는 예쁜 커플,0
노사조합이 왜 ㅋㅋㅋ 진짜 강성노조 쓰레기새끼들,1
이루루 컷ㅡㅡㅡ,0
인베 좆됐노,1
몸도 병신되고 ㅋㅋ,1
우리 게이는 이왜줌 말고도 베스트라이브랑 개념글모음 따로 있는거 모르노,0
붕개도그려주어,0
별로일거같오 광택나고,0
지금 블라디로 하면 갱각 존나 잘잡힐거같은데 ㅋㅋㅋㅋㄱㅋㅋㅋㅋ,0
얘도 똑같이 당한 녀석을 견학했더라면 더 조심하지 않았을까,0
그치만 메이.. 가슴.. 가슴...,0
효과있어??,0
Goat는 시발 메시가 그 소리 좀 나오는 거 줏어들어놓고 별 개나소나 다 같다붙히네 미친새끼들 ㅋ,1
뻔뻔함이 개국이랑 동급인듯,0
공장장스타일이긴 함,0
무슨 직업이든 성별은 존재하지 않는다. 제대로 할수 있느냐 없느냐만 중요하지.,0
중간 바이럴 ㅅㅂㅋㅋ,0
ㄹㅇ 육류 35g이면 일일섭취 단백질 어디서 땡겨오냐,0
어이 김씨 개소리 집어치우고 밥이나 먹어,0
시발 ㅋㅋㅋ 강사도 자막 저런지 모르고 틀어놓은거 아니냐 ㅋㅋㅋ,1
ㄹㅇ이네 같은 사람 같다,0
랄로 캬하하랑 연습생 같이 했다던데 캬하하 싫어했나봄...,0
나도 사라마망,0
2박2일은 뭐니? 기레기야,0
곧 몸통분리 마술을 보여주신답니다,0
야점이요 야점..,0
한반도가 평화로우려면 미군이 계속 주둔해야함,0
스갤 랄로 까는애들은 화날만하지,0
옹 알쏘,0
손절안친니잘못,0
유튜버 주작 영상이라는 댓글 보자마자 욕나왔다. 이게 바로 해골물인가,0
그냥 조선족 하나 고용하면 일 쉬운데,0
잠자기,0
우리나라 댓글 보면 그것보다 더 심한 댓글도 있어.....ㅋㅋ 자기얼굴에 침뱉는걸로 기사 쓰지말자 ... 좀 팩트로 기사 쓰자.... 남댓글로 기사쓰려면 그것보다 더 심한내용으로 하루에 1000번은 더 기사 쓸수 있다..... 정말 기사 쓸게 없는모양이다....,0
홀나좌 혹시 칸해장 아님?,0
응 런승만 맞아 ㅋㅋ,0
홍어년들이 저런 년이들 남녀차별 하지말라고 하면서 집은 남자가 장만하게 만드는 거봐라 ㅋㅋ 지들이 이미 남녀차별 하고 있네 씨벌년들,2
중환자실이면 살아도 죽은것이여,0
블라디 진입각이 나왔는데 안하고 심지어 빼는과정에서 혼자 미드달려서 진형 붕괴되니까 한타각이 병신된거지 이걸 엘리스 키아나탁하냐 장애인새끼야,1
실천중이노 ㅋㅋ,0
반쪽 일본인과? 강냠상 돈많은가? 거기가 빅인가? 녀자가 끊이지않녜,0
철면수심,0
저게 여자라고 생각하면 너무 이해하기 쉬울텐데 피싸개들은 그 간단한 공감조차 못하면서 자기들이 공감 잘한다고 주작함 ㅋㅋㅋ,1
피부 하얀년들 똥바른 톤그로는 안와서 그래,0
생존 장병이랑 유가족들이 직접 정치적으로 쓰지 말라고 언급했는데 기어코 만진당이랑 문재앙 들이미는 통베충들은 더듬어만진당이랑 다를게 뭐노? ㅋㅋ 천안함 유공자 등록 朴때 6명 文때 7명···보수정권도 반성해야 이 새끼들이 하는 추모는 그냥 재밋거리 찾아다니는 위선용으로 강남역 살인사건 추모하던 메퇘지년들이랑 하등 다를바 없다,1
교도관도 평소에 나름 됨됨이가 된 사람이었나보네 죄수 입장에선 자기들 탄압하는 교도관 쓰러지는게 오히려 구경거리일텐데 훈훈하노,0
미국은 할만큼 했음,0
ㄹㅇ 무안단물급으로 맛이씀,0
잡아서 쓴돈 다 토하게 해야되는데 회수불가 ㅋㅋㅋ이래서 대한민국이 사기가 판친다 저런새끼들은 싹 죽여야되는데 회사망해도 응 경제사범 사기범 10년도 안살고 나옴 숨겨둔 돈 몰래 꺼내쓰고 저런건 9족을 멸해야함,2
바로 개념글 도배,0
아 영국은 좀 ㅋㅋㅋㅋ,0
문재인들어서고 언론이 더더욱 언플날조만일삼고 신뢰잃어 쓰레기되가는즁.,0
36막힘,0
노무현 고인드립치는걸 쎄게 하나 약하게하나 하나같이 병신같은 걸 또 멍청하게 저울질해대면서 자랑질해대는게 하는 짓거리가 마치 북한 조선인민군급 병신을 보는 거 같아서 기분 더러워요 ㅇㅇ,2
복지 계열이란게 똥닦아주고 그런 거냐,0
미코 되고나서 몇년뒤 백화점서 본 적 있는데 키가 163인 나만했던걸로 기억. 내키가 미코 진 될만한 키는 아닌데...이쁘긴 이뻤음.,0
그러게 누가군대가래?ㅋㅋㅋ공익면제한테 지랄떠는 육군충들답다 ㅋ,0
이걸로 딸치거임ㅅㄱ,0
ㅇㅇ 나도 힘든거 아니까 좋아 보인다고 한건데 예전에 아기들은 품에 안겨서 부모 심장 소리를 듣는게 정서에 좋다는 말을 들어봐서 그럼,0
야하긴 개뿔 더럽게 늙어서 결혼못하는이유는 다있음,0
이거 사보려고 줄존나섰었는데,0
"팩트) 과거부터 일부러 신입채용에 여성을 안뽑아서 그만큼 임원을 찾기 힘들어진것, 즉 기업들 스스로가 자초한 일이다",0
북괴 식단이냐??,0
지는 최소 6000 개틀딱 노망난 노인이면서 ㅋㅋㅋ,0
표준편차가 더 큼,0
다이카는 생사가 바뀌놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
평안남도 출신인 조부 말씀으로는 심심한게 맞다고 하심 아마 북한이 시대가 변하면서 맛이 바뀐 거 같은데,0
뭐야 더 가져와!!,0
ㅇㄱㄹㅇㅋㅋㅋ ㅋ,0
손 어디갔누,0
그래도 초희 이쁘니까 괜찮아,0
솔랭이랑 대회는 다르지,0
방송킨지 10분도안됨,0
이런 쓰레기를 애들이 봐야하다니! 네이버는 뭐하냐! 선정적만화로 돈벌이하냐!,0
진지하게 이재명이 수술실 cctv설치하면 뽑음,0
종려랑 소도 올려줘라,0
닭될듯,0
그냥 둘다 병신 아닐까,0
주예지 발언 영상보고 왔는데 용접공 비하 발언이라고 하기엔 애매하던데?걍 공부못하면 기술이나 배우라는 의미더만.맞는 말이지 그건. 공부가 적성에 안맞으면 기술이나 배워야지이걸 용접공 비하라고 해석하는 건오히려 그렇게 해석하는 놈들 머리에 용접공은 하찮은 직업이라는 의식이 깔려있어서 그렇게 받아들이는 거라고 본다,0
자짤같은 몸머가 되고싶다는 말이긔?,0
너가 보스보상 들먹이며 메이플 얘기 꺼냈잖아 ㅋㅋ 근데 메이플은 보상도 로또성이고 상위보스 갈수록 그게 더 심해지는데? 그나마 소워는 천장이나 있지 메이플 칠흑세트는 운 존나좋은거 아니면 못먹어서 거래해야되는데 보상측면에선 소워가 훨낫지 시발 무슨 ㅋㅋ,1
예? 광우병 뭐라구요?,0
니 꼬치다ㅋㅋㅋ,0
기독교 집안인듯,0
누가 보내주면 찍어볼께요 ㅋㅋㅋㅋ,0
우리나라가 영국이나 프랑스같은 나라였어도 해방 후에 저지랄했을지 궁금하다,0
ㅋㅋ난 이게 레전드라고 생각함. 우째 저런 만화같은 연출을ㅋㅋ 천재적 기질이 있다고 본다 ㅋㅋ,0
2011~14년 포천 농약 음독 사건 / 2015년 상주 농약 음료수 음독 사건 / 2016년 청송 농약 소주 음독 사건,0
미친새끼들인가,1
제주도 위험한게 장롱면허나 면허딴지 얼마안된애들이 렌트해서 막몰고 다녀서 사고 많이남,0
남페미=사이언스 ㄴK5/스포티지/카니발 오너,0
그런 연설조차 한적이 없는데 좌빨들이 KBS MBC 좌좀방송에서 다큐 만들어서 걍 날조한거드만,1
ㄹㅇ 난 돈아까워서 그냥 일주일 기다리고 마는데 여자들은 그냥 척척 쓰더라 그런 저항감이 좀 없나봄,0
머공효서네 키도 현실고증이야,0
홀나좌 학생임?,0
진짜 장롱면허 운전 ㅈ도할줄모르면서 왜 렌트카를빌리는건지 ㅋㅋ,0
시청률 2%ㅠ 실화냐? 케이블이냐? 도대체 뭐하자는건데? 잡어치워라. 전현무 저거는 뜻밖의Q 도 말아먹더니..이젠 해투까지 말아먹네. 전현무는 유느님한테 민폐 끼치지말고 나가라.,0
맥이런데 저런색 많을것같긔,0
운영차이가 담원이 너무 셈 그렇다고 개인기량도 별로 안밀리고,0
그 폭행한놈들끼리 돌리고돌리고 하고있음ㅋㅋ,0
과제를 몇개나 낼 생각이길래 저런거까지 줄까...,0
슼이 FPX만난건 20MSC말고 없음,0
오ㅋㅋ,0
퍼컬은 안믿는다기보다 그렇게 믿기가 싫어,0
온냐들 노무용 오늘 군지했긔,1
그렇게 기도하고 싶으면 니네 나라로 꺼져라 시발 왜 남의 나라 와서 지랄이노,1
조선족 기업이노 피싱 ㅋㅋ,0
현아야 혼자 잘나가겠지 ... 외국에서도 현아 인지도가 꽤 있으니 ... 근데 이던인가 저 아이는 ... 애매함 ....,0
괜히 조센징이겟노,1
이런 기계가 나 태어날때도 있었다면 우리 부모님이 그렇게 힘드시지는 않았을텐데..,0
노가다 십장 여성비율 50% 맞추겠다! 이런 건 왜 안 하는 거임??,0
페이커는 에이징커브 되게 늦게온편임,0
어제 완전 웃겼음!ㅋ,0
이게 나라다,0
짜장재인씨발새끼,1
온니유라고 하고 다른사람과... 행복하게 잘 사세요...,0
당연히 5000만원일줄 알았더니 ㅋㅋㅋㅋㅋ,0
화석인가?,0
이런 일상적인 거 넘 좋다,0
대구에 뭐하나 터지겠구만. 홍어의 승리다.,1
전라도 홍어 씹새끼들이 쪽바리 경찰들과 결탁하여 3.1운동 방해하기 위해 만들었던 단체.,2
이색히 얼굴봐라.옛날 동방신기 모습이 남아있냐?술.마약.여자에 찌든 전형적인 아재얼굴이지,0
슨상 컨벤션 센터 옆에 지으면 어울리겠네,0
나락에서 초기 접대는 애매한게 집사는 독립 받뎀증 40퍼때문에 테갈 딜도 존나 쎄져서 듀란달이랑 큰 차이가 없어서 저 때 까지도 뽑기에는 굳이? 였음. 딱히 집사에 비해 편한거도 아니고 좆장에서는 여전히 못써먹고 종결 필수라 아직도 월백 없는 사람이 많은 것,1
봊이들이 사회진출 못하고 권력없을땐 대부분 혐혼했는데,1
이쯤되면 나앤소원도 장기 계획 리스트에 올려줘라...,0
그들의 사생활 ~ 고인이된 설리를 위해서라도 모두 조용하길 지금 누굴 탓한다고 무슨소용이있다고,0
관총형 존나멋있어,0
와~~~ 애들이 어쩜 부모 반반닮아 미남미녀에 홍일점까지... 넘 믓저,0
12살에 롤백이면 아직 존나 어린 건데 ㅋㅋ 지금이라도 정신 차리면 안 늦음,0
만신의후예 ㅋㅌ,0
어린데 왜?????,0
현빈넘모 멋진ㅇㅎ,0
현주 힘내라!! 응원한다!!,0
건우 계속 대장 때리고 있네ㅋㅋ,0
